,GEOID,pickups_intract,NYPDviolation,NYPDmisdemeanor,NYPDfelony,units,CUR_FV_T_perSQFT_x,NEW_FV_T_perSQFT_x,HousepriceDiffC1,CUR_FV_T_perSQFT_y,NEW_FV_T_perSQFT_y,HousepriceDiffC2,Pop_Den_16,Median_Household_Income_16,Gini_Index_16,Ave_Commute_Min_16,Unemployed_rate_16,Moved_in_4years_16
326,36047038700,42565.65399,49,155,93,,241.9513422,307.4879975,65.5366553,547.61493,723.0940106,175.4790806,59799.11213,40469,0.5031,43.00796813,0.133367662,0
327,36047038800,12606.63587,5,66,44,,298.787901,364.5477259,65.7598249,220.8210768,272.3629586,51.5418818,47773.97485,62463,0.428,45.75796178,0.038702334,0.007825601
328,36047038900,37270.51058,62,259,158,,238.2166352,297.3122198,59.0955846,264.0912542,315.2599522,51.168698,48697.01463,48615,0.4737,39.79526552,0.057529611,0
329,36047039000,11072.50352,8,52,36,,301.1506987,385.7561733,84.6054746,305.2004665,343.0557801,37.8553136,34997.01922,52250,0.5062,40.5,0.064974619,0.003038194
330,36047039100,38017.8718,15,85,57,,207.7221851,285.2233278,77.5011427,262.3163912,305.5835172,43.267126,49205.29858,36957,0.4623,38.01855533,0.15084102,0
331,36047039200,11121.27272,4,51,26,,361.298258,444.687358,83.3891,247.1719069,272.4242576,25.2523507,42423.56009,40724,0.4582,39.82006543,0.111492281,0.069724771
332,36047039300,43381.73175,35,185,116,37,239.6606234,299.0047829,59.3441595,244.2188595,302.4533971,58.2345376,50155.23674,50250,0.5033,44.43447038,0.14619883,0
333,36047039400,12235.04014,7,34,19,,419.7655321,536.2046984,116.4391663,214.8164992,238.9773851,24.1608859,33249.57255,52841,0.5594,44.94687915,0.122959739,0.018587361
334,36047039500,36541.32905,60,117,71,,250.1894279,325.3467526,75.1573247,279.405759,356.3236212,76.9178622,70684.68422,42787,0.4895,43.72932745,0.197229014,0.00401322
335,36047039600,10401.33045,3,19,9,,596.0493818,702.0802464,106.0308646,242.5769196,274.1009564,31.5240368,32164.50412,46042,0.5569,47.2063253,0.052903226,0.006015038
336,36047039700,36412.8997,55,217,140,,227.978229,276.8125086,48.8342796,256.0708435,328.6078511,72.5370076,56272.24833,36387,0.5196,43.23614111,0.170165746,0
337,36047039800,4340.674169,7,24,14,,392.8184774,456.3644911,63.5460137,247.6049752,272.4926403,24.8876651,36111.58195,53417,0.4724,44.57709251,0.113333333,0.002138275
338,36047039900,34600.30685,41,84,49,,223.3976924,274.5784072,51.1807148,253.6657667,327.2203154,73.5545487,58808.87303,35242,0.5053,39.86160397,0.173160173,0
339,36047040000,8061.195296,13,84,51,,404.5962571,469.3951249,64.7988678,238.8196028,258.9837312,20.1641284,44852.65653,48750,0.4258,41.37017411,0.110967742,0.012198841
340,36047040100,36514.70331,43,139,79,,209.4738341,269.3346455,59.8608114,289.7848335,373.8218923,84.0370588,51878.94942,44857,0.4127,48.33957553,0.087225661,0
341,36047040200,8293.338304,19,75,39,,337.8521842,413.6624652,75.810281,236.2844438,271.9969334,35.7124896,36048.3677,43828,0.5094,46.86406995,0.075253256,0.005901881
342,36047040300,48107.13581,42,118,82,,221.1186873,282.5044687,61.3857814,235.1315422,303.8285805,68.6970383,46435.64257,26822,0.5417,51.05434783,0.090409285,0.007490637
343,36047040400,6452.151558,9,20,15,,376.8192931,433.4476538,56.6283607,279.6545282,296.9798396,17.3253114,39492.00771,52328,0.4749,45.92093023,0.103585657,0.018454936
344,36047040500,31555.99798,15,72,46,,233.8843635,302.4660942,68.5817307,253.8020071,317.2796192,63.4776121,29856.09419,51964,0.5104,51.8983269,0.059564719,0
345,36047040600,6174.568227,9,40,26,,421.8189166,461.2241103,39.4051937,236.6445603,268.6330868,31.9885265,54900.01671,36719,0.5189,44.77681785,0.07673716,0
346,36047040700,115231.5828,4,14,10,,,,0,206.8288177,266.2376847,59.408867,0,0,0,,,
347,36047040800,6421.530667,9,43,23,,376.262679,417.6016243,41.3389453,256.032713,299.1657482,43.1330352,57429.21109,56761,0.4374,43.00503235,0.127358491,0.002064288
348,36047040900,57943.02851,28,105,64,,213.6489277,257.830156,44.1812283,255.7508639,327.4884008,71.7375369,56453.17856,43981,0.4259,39.81001206,0.121119593,0.013278008
349,36047041000,5999.30191,12,26,16,,419.3838147,488.2232892,68.8394745,224.1035018,245.3633187,21.2598169,34207.83323,41786,0.4875,37.94280443,0.161290323,0.009214092
350,36047041100,30885.19644,23,46,27,,231.5193277,297.3330574,65.8137297,253.5203902,329.3371228,75.8167326,60607.18535,35391,0.6458,52.12099125,0.113065327,0
351,36047041200,6941.865204,14,40,27,,397.0338052,452.2123332,55.178528,189.0475566,222.6968314,33.6492748,49207.9232,52083,0.5828,45.43591654,0.050711194,0
352,36047041300,37102.11368,23,76,53,,216.5145127,274.0086948,57.4941821,281.1009995,362.953752,81.8527525,67350.19744,39727,0.4742,43.79448909,0.073036518,0.002371354
353,36047041401,8606.263766,2,16,11,,777.885822,872.3412508,94.4554288,196.9816682,231.6174187,34.6357505,28617.27536,58750,0.4625,41.19596542,0.062834225,0
354,36047041402,9809.463591,7,22,13,,1085.063417,1367.857037,282.79362,197.0659062,213.1764606,16.1105544,29682.41132,38375,0.6064,46.48818898,0.098495212,0.008610792
355,36047041500,37232.06375,49,95,61,,232.2355943,289.7964398,57.5608455,262.3412432,326.5351612,64.193918,68629.30124,53442,0.427,44.07563025,0.185866013,0.011392699
356,36047041600,10354.11407,14,41,26,,500.495148,566.1531821,65.6580341,223.4489942,241.7055187,18.2565245,40341.10218,44426,0.5682,34.87928844,0.083690987,0
357,36047041700,32291.33331,39,81,56,,258.8442395,313.5336349,54.6893954,267.0569682,341.4375565,74.3805883,58867.53434,27705,0.4697,40.09968102,0.134453782,0
358,36047041800,10466.25875,6,26,14,,520.4956433,633.9115993,113.415956,255.0990683,288.6178118,33.5187435,42761.39166,33542,0.5691,29.65763195,0.094890511,0.02970679
359,36047041900,35007.56584,54,96,66,,232.4277007,291.2526468,58.8249461,249.2048859,324.0010099,74.796124,64574.93309,39504,0.4907,38.84860051,0.168186424,0.007148531
360,36047042000,10741.44354,2,27,15,,447.8767671,554.5116277,106.6348606,249.2626545,290.8004556,41.5378011,26046.69992,46500,0.6011,26.53846154,0.069230769,0.009019844
361,36047042100,35090.09804,33,78,46,,256.7274266,316.565331,59.8379044,277.937916,348.4235305,70.4856145,71243.79422,39483,0.4552,41.09678878,0.117211838,0
362,36047042200,14500.8294,16,59,34,,572.4044074,667.3710127,94.9666053,230.086588,265.6902655,35.6036775,39827.5926,67500,0.5173,38.93771626,0.087507196,0.00116144
363,36047042300,41691.35916,24,79,46,,263.4246419,326.3045341,62.8798922,276.1617849,323.5408044,47.3790195,67056.4535,47273,0.4417,38.31920904,0.140134529,0.018162162
364,36047042400,6761.699764,20,33,16,,406.5602218,462.0973176,55.5370958,218.3337923,246.8261874,28.4923951,60892.83272,48750,0.4421,49.21432537,0.084425036,0
365,36047042500,38399.73542,21,66,33,,244.3848809,310.5926599,66.207779,259.5849363,322.1515578,62.5666215,45244.54732,49521,0.4294,40.14824798,0.082068578,0
366,36047042600,7138.551523,16,59,31,,412.6124781,453.7897937,41.1773156,281.6251018,290.1174018,8.4923,64457.95612,46316,0.4453,48.21374812,0.085613416,0.010954989
367,36047042700,51422.27472,33,135,86,,283.5844717,374.6503468,91.0658751,231.6492339,274.4493786,42.8001447,95486.63052,47703,0.4689,36.77441541,0.13474165,0
368,36047042800,6915.917125,11,47,35,,431.6601885,469.4353412,37.7751527,270.1335869,273.4798222,3.3462353,59188.9426,54306,0.4471,44.09939759,0.100422833,0.009403546
369,36047042900,57997.86795,26,139,92,,209.6547949,261.5165073,51.8617124,244.9938665,298.5263239,53.5324574,89514.43663,44493,0.4468,40.28516445,0.122837877,0
370,36047043000,6719.57536,12,36,20,,405.1794752,456.4059845,51.2265093,235.1784258,265.817123,30.6386972,55108.19373,37350,0.4178,41.60608309,0.120700438,0
371,36047043100,58022.81039,27,161,94,,262.5467839,324.9954184,62.4486345,285.5321979,348.3991873,62.8669894,83177.4654,50441,0.4694,38.52189781,0.128221049,0
372,36047043200,6249.738129,15,37,23,,415.4378558,479.6891272,64.2512714,174.0929769,195.1038227,21.0108458,82319.07989,47734,0.4703,44.17939872,0.076759966,0
373,36047043300,58035.91852,40,163,101,,214.8877699,272.9267418,58.0389719,260.7400018,340.6676324,79.9276306,66241.00828,37632,0.484,40.76427772,0.131018519,0.005455408
374,36047043400,5864.266144,9,34,21,,416.7206427,470.9571999,54.2365572,216.7513507,244.7797344,28.0283837,61699.93846,50347,0.5114,43.47780127,0.087686567,0.025679758
375,36047043500,58006.43073,28,79,46,,227.7229034,286.7137722,58.9908688,262.1779835,334.4141158,72.2361323,77287.78704,40368,0.4928,40.82616569,0.164529132,0.007049345
376,36047043600,5774.585502,10,35,20,,374.6313305,419.403504,44.7721735,248.4781099,268.2766525,19.7985426,88064.9787,53723,0.4482,47.32891832,0.072740907,0.005584192
377,36047043700,57650.64367,36,96,69,,206.0125078,249.6134035,43.6008957,268.5940624,355.3489053,86.7548429,91494.47862,44058,0.4556,42.88586957,0.144549763,0.013940836
378,36047043800,6543.073143,15,58,38,,475.6585459,582.1726358,106.5140899,247.6303387,274.5738773,26.9435386,43031.21647,46250,0.518,41.46473779,0.076923077,0.0023465
379,36047043900,68325.54276,31,107,61,,175.2486709,223.0346143,47.7859434,258.6658042,342.4131123,83.7473081,51538.11086,38021,0.5342,35.24412297,0.17961165,0.011170348
380,36047044000,8447.007887,8,27,13,,436.367375,505.7085429,69.3411679,253.1941084,265.7894194,12.595311,37125.02901,51591,0.5051,39.49588477,0.103146853,0.023016997
381,36047044100,48658.80033,38,132,76,,227.4242587,288.9984964,61.5742377,259.2554176,333.0290144,73.7735968,108814.8901,52676,0.44,39.23376623,0.139994584,0
382,36047044200,7666.940728,3,21,15,,470.0973175,510.1843383,40.0870208,243.9904174,271.6333522,27.6429348,42993.87715,68095,0.5877,30.10119595,0.05560166,0
383,36047044300,57417.92009,32,91,61,,223.837283,285.1512026,61.3139196,275.2317735,344.8110302,69.5792567,84232.05886,58412,0.4298,36.16043341,0.075167377,0
384,36047044400,7315.141822,19,27,11,,428.0109114,486.5684362,58.5575248,192.6795485,211.3241738,18.6446253,50896.96931,47583,0.5805,34.77959184,0.041942605,0.003532529
385,36047044500,57304.33992,31,116,75,,351.0676068,416.4958626,65.4282558,259.7173329,322.4078991,62.6905662,78554.40073,47255,0.4684,40.98248612,0.054034582,0.002392344
386,36047044600,7146.534487,7,11,6,,372.4497947,426.8203534,54.3705587,234.8531512,257.9545036,23.1013524,39949.39011,50844,0.4867,44.569161,0.104433498,0.002781641
387,36047044700,54833.51621,12,106,63,,339.0417712,415.9457017,76.9039305,227.4983946,283.1590746,55.66068,40985.35566,50236,0.4676,38.18985396,0.090604027,0.00400641
388,36047044800,9173.219398,6,36,25,,440.152449,511.0933041,70.9408551,207.7795638,229.149061,21.3694972,21489.55184,55750,0.5328,35.56087551,0.077015644,0
389,36047044900,445362.7914,74,215,120,53,452.0900376,601.3787445,149.2887069,278.4877646,356.8352905,78.3475259,4239.182971,28750,0.4829,38.51764706,0.128970775,0.017136218
390,36047045000,9488.202649,5,24,12,,435.3205999,489.8459853,54.5253854,203.7840774,243.7018989,39.9178215,5880.278222,45938,0.5811,36.05442177,0.023529412,0
391,36047045200,7809.932872,,20,14,,484.7579085,555.9762904,71.2183819,199.8515077,213.9536877,14.10218,39464.86861,73906,0.4799,32.04864865,0.024074074,0.001821494
392,36047045300,110262.3663,42,162,113,,261.782701,345.4719961,83.6892951,275.5815593,360.9538393,85.37228,18929.20309,62632,0.4628,36.93005181,0.172459016,0.008175559
393,36047045400,5545.636108,3,10,8,,401.9125727,467.470213,65.5576403,205.889334,223.5662428,17.6769088,35938.3446,42198,0.5206,35.56629834,0.097968937,0
394,36047045600,8807.847548,8,28,14,,535.7744966,601.4730613,65.6985647,220.5536651,246.6114949,26.0578298,42477.057,36786,0.5806,42.70567787,0.101879327,0.005273834
395,36047045800,10300.30737,2,15,5,,778.8418005,810.8060626,31.9642621,207.5993866,231.277131,23.6777444,25367.97533,68125,0.6179,41.58496732,0.048744461,0
396,36047046000,25965.94529,8,38,19,,393.815321,482.5864365,88.7711155,240.7581722,256.5574899,15.7993177,49219.12459,45901,0.4892,37.07016191,0.068556361,0.009421265
397,36047046201,16992.45109,7,51,28,,426.6392109,473.5692752,46.9300643,247.1707819,275.1486054,27.9778235,54620.40153,33224,0.498,39.21412301,0.1371807,0
398,36047046202,7458.127227,4,23,12,,423.0171089,480.5384711,57.5213622,225.1907152,270.7104044,45.5196892,33648.55247,50913,0.574,32.25765306,0.049303323,0.007674944
399,36047046400,8548.374091,6,18,13,,435.6935025,518.8729429,83.1794404,253.0622506,299.7862519,46.7240013,42460.57761,52768,0.4644,33.11704835,0.05027933,0.004411765
400,36047046800,14487.44479,4,34,16,,421.7767785,496.548998,74.7722195,224.9983766,290.5245807,65.5262041,20371.4741,42000,0.4805,31.01666667,0.068047337,0
401,36047047000,9191.934109,4,28,17,,415.9520687,511.7201225,95.7680538,268.8400284,334.0842463,65.2442179,37265.80928,48611,0.5268,31.48404993,0.038510911,0.002358491
402,36047047200,8736.358379,4,25,15,,388.0041511,499.3283386,111.3241875,266.1145194,312.6528699,46.5383505,43540.16787,54263,0.472,28.88157895,0.057649667,0.002471751
403,36047047400,8891.651305,3,17,10,,365.1728765,458.7142953,93.5414188,240.2670154,293.3942164,53.127201,40483.28888,52599,0.6002,27.00232829,0.042281219,0.006345651
404,36047047600,10474.29754,6,21,11,,368.713682,424.6198784,55.9061964,256.477669,315.2725705,58.7949015,44342.2169,34943,0.4696,27.76595745,0.102465331,0.008335729
405,36047047700,45895.61066,13,79,48,,465.0016355,604.2982555,139.29662,270.4619408,343.3777771,72.9158363,43038.12401,87596,0.411,35.0872093,0.029529712,0.002217295
406,36047047800,11184.89223,30,70,47,,348.2981532,407.8439769,59.5458237,232.9948003,295.6741605,62.6793602,52579.49611,33144,0.5739,34.23205902,0.079883382,0.003681546
407,36047048000,20405.50442,32,108,63,,353.6324044,405.3416948,51.7092904,226.4082893,286.2603301,59.8520408,68091.67132,30813,0.4861,34.09312022,0.089616811,0.00200451
408,36047048100,31547.82542,27,81,47,,464.0381927,570.3271266,106.2889339,262.5178841,345.1574441,82.63956,50977.74825,73799,0.4534,34.30521092,0.056928034,0
409,36047048200,25923.55241,24,70,39,,320.2501795,361.500281,41.2501015,223.5379428,273.0175141,49.4795713,70336.89135,36270,0.4503,42.40472745,0.083262532,0.002290951
410,36047048400,19114.7705,17,73,38,,324.4154233,351.6968985,27.2814752,229.9514481,297.183556,67.2321079,76091.63736,35426,0.4738,36.75732218,0.044472681,0.001992693
411,36047048500,132914.1921,47,202,111,,384.3523052,449.6961025,65.3437973,288.8773301,361.8486632,72.9713331,12723.64282,95921,0.3601,33.39470954,0.058902878,0
412,36047048600,16029.95754,27,49,33,,326.9070522,380.7726474,53.8655952,226.140262,288.3686174,62.2283554,48717.84019,45045,0.4296,39.19218989,0.034458994,0
413,36047048800,13096.63238,18,32,20,,362.3412384,405.4803475,43.1391091,227.9772686,286.3948692,58.4176006,74322.33722,52266,0.4217,39.38153846,0.049162011,0
414,36047048900,20959.20956,43,129,71,,,,0,263.3435534,306.8113648,43.4678114,106158.6371,18529,0.4827,41.82681564,0.222493888,0
415,36047049000,17612.82994,24,69,40,,324.9714868,357.2753676,32.3038808,253.4817866,310.010938,56.5291514,83951.52971,52319,0.4947,42.20909416,0.068975904,0
416,36047049100,44447.1544,77,418,261,,250.4086267,308.7727081,58.3640814,257.6960521,314.80223,57.1061779,78478.59374,32490,0.4562,40.16660209,0.115803365,0.00698324
417,36047049200,15107.46521,12,35,23,,361.5961209,442.3552198,80.7590989,237.9620125,291.0967348,53.1347223,51586.39604,46274,0.5154,43.33020638,0.12034384,0
418,36047049300,52164.52547,73,219,120,,278.6804693,354.0157038,75.3352345,276.9876464,348.3611382,71.3734918,87284.07656,31270,0.5775,35.19025656,0.115579099,0.009199632
419,36047049400,16728.45402,7,52,25,,371.5411741,419.8911535,48.3499794,239.5443688,310.7775007,71.2331319,83099.40347,53000,0.4703,40.29552716,0.084177436,0.003650904
420,36047049500,26919.19989,29,113,68,,461.1890249,591.4410115,130.2519866,218.631148,270.2566788,51.6255308,58158.02287,87135,0.4357,31.77156177,0.079654997,0.010097493
421,36047049600,18546.21438,22,79,47,,366.9169329,421.0021799,54.085247,248.943731,306.3524214,57.4086904,53465.74736,64653,0.4077,46.79155673,0.067389255,0.008937198
422,36047049700,34409.27259,8,53,30,,468.2928625,603.3244154,135.0315529,271.8779547,341.5596239,69.6816692,44485.51421,72344,0.5146,30.57167731,0.049625468,0
423,36047049800,18671.70684,11,56,26,,364.2957815,429.2209696,64.9251881,226.4745744,292.6785896,66.2040152,57187.16633,71538,0.4169,44.60893855,0.05249895,0.016353047
424,36047049900,37663.55232,9,31,17,,411.126437,548.7558197,137.6293827,230.0033965,306.3926538,76.3892573,32430.86047,71042,0.4669,37.09206928,0.085443038,0.008736168
425,36047050000,28783.79584,8,41,23,,448.3816771,536.8137081,88.432031,197.7275422,279.5902602,81.862718,48196.13945,76290,0.4397,42.49325236,0.047701149,0.009367017
426,36047050100,37574.23358,18,117,79,,644.9984758,823.3086141,178.3101383,638.2292298,770.0872301,131.8580003,44651.37853,79219,0.4266,30.93023256,0.061141304,0
427,36047050202,19056.74244,5,20,15,,604.3853153,722.0245964,117.6392811,264.413229,324.6171998,60.2039708,43074.62649,95284,0.467,40.85654008,0.018731988,0
428,36047050300,26129.19896,15,63,32,,456.4862195,590.2542517,133.7680322,235.9883868,303.547948,67.5595612,49770.8937,79453,0.4092,34.94224924,0.039541547,0
429,36047050400,32957.63929,15,55,30,73,1420.907318,1776.796902,355.889584,226.2654082,304.461271,78.1958628,50297.41031,82935,0.481,39.74817047,0.055617353,0.016768638
430,36047050500,35323.86626,53,147,95,,189.9710097,234.3716103,44.4006006,272.8441335,348.5348455,75.690712,67206.49771,30893,0.5008,34.26493109,0.121530698,0
431,36047050600,21808.86824,39,116,65,,322.2327019,410.809556,88.5768541,460.9903599,567.8071327,106.8167728,88322.38842,47993,0.4471,43.68548387,0.083928571,0.018434845
432,36047050700,43771.24602,24,94,53,,151.4648351,180.0425274,28.5776923,201.2646935,251.1408779,49.8761844,37418.271,31844,0.4387,27.04251386,0.139470014,0.002904564
433,36047050801,10361.68153,37,159,98,,251.6416011,310.7281507,59.0865496,394.8886038,493.4209585,98.5323547,140357.2237,45455,0.4108,40.20691461,0.082543978,0.004026528
434,36047050803,7428.098637,31,104,58,,248.6071982,318.117615,69.5104168,444.666299,588.7058583,144.0395593,107966.1917,41463,0.4213,38.5353095,0.091979397,0.003436426
435,36047050804,13651.96538,37,113,75,,330.7383622,430.7499846,100.0116224,495.0029226,655.0474992,160.0445766,154339.7,50265,0.4103,42.68071313,0.079100749,0
436,36047050900,9892.886805,12,53,36,,293.7672742,348.6223157,54.8550415,184.7978584,187.0413835,2.2435251,81979.45008,31650,0.5013,23.41435185,0.033229491,0.002564103
437,36047051001,10189.7628,37,101,58,,157.1487991,199.4904746,42.3416755,219.71239,294.1690837,74.4566937,151409.7092,49896,0.4158,49.71300448,0.136599852,0
438,36047051002,14179.30902,26,68,35,,382.3546903,492.735254,110.3805637,303.0980949,380.7973196,77.6992247,117104.3805,50484,0.4393,49.31212382,0.104972376,0.008675893
439,36047051100,33156.45599,50,134,88,,306.460964,386.2823238,79.8213598,274.1604996,353.4352974,79.2747978,63363.52141,33953,0.5329,41.94274029,0.111256545,0.001547189
440,36047051200,18525.25806,39,120,68,,394.0344689,492.168311,98.1338421,253.5618216,331.1505505,77.5887289,106630.8818,40180,0.4947,46.95568401,0.098582677,0
441,36047051300,179365.4165,37,168,99,,404.4088263,526.3954106,121.9865843,258.6905291,316.8283289,58.1377998,47499.80872,67852,0.4486,32.1958019,0.029807968,0
442,36047051400,23981.8549,46,126,80,,323.1167059,398.3659304,75.2492245,262.9690943,346.9268257,83.9577314,110375.0644,45453,0.4531,39.17416951,0.092866083,0.005680281
443,36047051500,160293.1066,14,63,43,,329.1691345,432.6292254,103.4600909,242.796603,308.2961564,65.4995534,22563.748,112450,0.3725,38.01699717,0.018623482,0
444,36047051601,15368.15677,46,118,69,,275.3000486,350.0086172,74.7085686,249.7056098,299.2193863,49.5137765,123492.184,42220,0.3689,42.17231523,0.072195483,0.001635769
445,36047051602,12053.31945,26,113,77,,232.878402,283.2147311,50.3363291,253.5221796,327.6250042,74.1028246,121283.8571,49321,0.3938,43.58629131,0.100254453,0.014430014
446,36047051700,161432.5036,16,69,44,33,545.6780008,597.2814763,51.6034755,228.042492,305.4440101,77.4015181,29125.21806,93188,0.4845,30.09725017,0.039384615,0.004766444
447,36047051800,26663.43525,12,55,30,,412.9530877,477.8298681,64.8767804,348.1419821,428.0033015,79.8613194,41538.70851,60598,0.5044,43.17380353,0.064205457,0
448,36047051900,235758.7324,33,135,73,,411.2511619,483.3513934,72.1002315,246.229009,297.2369975,51.0079885,45357.35052,92174,0.4399,30.10333863,0.055949782,0.007461096
449,36047052000,25238.57856,29,88,54,,394.4153013,510.3493085,115.9340072,286.4714744,354.7597675,68.2882931,63006.02564,55932,0.5005,41.69642857,0.095111111,0.011842105
450,36047052300,100587.0281,44,147,77,,315.8757972,389.610281,73.7344838,243.2937277,283.7754658,40.4817381,100941.9996,42325,0.4955,32.99053513,0.045383412,0
451,36047052500,86355.12365,52,152,95,82,248.448128,298.8905973,50.4424693,249.8656939,295.76893,45.9032361,70061.08203,27083,0.605,28.76569038,0.044461191,0.002063679
452,36047052600,22425.02289,25,90,53,,366.0472452,474.0404158,107.9931706,243.4111044,312.133083,68.7219786,68615.6394,59646,0.4599,45.08139535,0.075944334,0.007010403
453,36047052700,131955.2951,47,190,113,,366.7720114,430.2974549,63.5254435,243.4488787,281.9874624,38.5385837,88634.74675,38968,0.4867,33.09947644,0.118530885,0
454,36047052800,23251.66581,12,34,24,,367.7320285,465.3987402,97.6667117,221.4052268,251.5980688,30.192842,27965.42753,96250,0.4975,49.0864799,0.017660044,0
455,36047052900,12204.18344,15,67,40,,281.365745,336.9791805,55.6134355,218.1079051,227.491103,9.3831979,62227.71487,31493,0.5081,20.76451349,0.028051554,0
456,36047053000,9952.674048,18,54,37,,340.0053272,389.1628139,49.1574867,211.1526966,236.8452348,25.6925382,56465.28483,40959,0.4985,36.22990915,0.087112172,0.010986066
457,36047053100,40496.25553,20,59,36,,242.7948175,290.5124764,47.7176589,190.9619286,215.0510856,24.089157,143521.3013,34432,0.6086,22.88171536,0.012942192,0.019110534
458,36047053200,9999.382861,12,39,26,,330.6184961,379.1321225,48.5136264,228.3142689,240.129461,11.8151921,39851.45541,62083,0.5238,43.4487666,0.158371041,0
459,36047053300,13519.24728,9,28,20,,290.2647447,296.236964,5.9722193,220.4716599,216.5449047,-3.9267552,91158.83216,21796,0.5851,22.42367601,0.006841505,0.009482357
460,36047053400,9937.891884,18,59,31,,333.5814923,385.7242734,52.1427811,229.203759,243.8300667,14.6263077,62919.76856,25833,0.5655,33.88979592,0.171341463,0.006063546
461,36047053500,9051.19709,6,40,26,,269.8443779,298.1114245,28.2670466,245.0533698,244.6460718,-0.407298,81173.63214,21286,0.4048,19.07906559,0.039808917,0
462,36047053700,11683.27529,6,42,27,,226.8513352,235.9764882,9.125153,224.3941428,252.1654179,27.7712751,54734.93875,28550,0.4037,20.20592021,0.041567696,0.008774495
463,36047053800,9426.020352,14,63,38,,373.5063998,398.9294242,25.4230244,237.0116911,238.6657475,1.6540564,68367.70752,31181,0.4828,37.21424469,0.103464419,0
464,36047053900,7070.379736,1,6,5,,181.2903079,187.99764,6.7073321,200.4916737,192.8114352,-7.6802385,65912.7542,19803,0.5259,26.64900662,0.077185017,0
465,36047054200,10842.89554,17,90,55,,341.1764449,383.662991,42.4865461,214.261259,245.9242793,31.6630203,62186.32837,47310,0.5137,38.23512586,0.086449733,0.013282305
466,36047054300,64470.60416,6,84,51,,,,0,302.7135815,384.8865244,82.1729429,864.3447124,119250,0.377,35.66350711,0.094405594,0
467,36047054400,10890.68982,1,39,29,,349.6626819,397.960232,48.2975501,256.9530707,268.2393891,11.2863184,41834.24104,45333,0.5852,33.60492846,0.081779053,0
468,36047054500,11702.09286,39,95,57,,,,0,275.0521238,279.9697398,4.917616,124620.7862,18129,0.6444,26.58176944,0.080038113,0
469,36047054600,10352.29426,10,48,35,,409.2245862,435.1088124,25.8842262,213.5458222,239.2045235,25.6587013,63492.81714,37625,0.5538,37.26618705,0.096774194,0
470,36047054700,116241.7232,34,97,60,216,318.3857446,392.8903109,74.5045663,240.4298641,284.3519957,43.9221316,79528.2358,41420,0.5093,33.85486361,0.028388278,0.00395335
471,36047054800,8429.166841,,16,13,,472.0309765,511.9843555,39.953379,188.2827668,211.8345001,23.5517333,32415.96792,60761,0.5415,41.79667519,0.065789474,0
472,36047054900,133919.1379,25,82,55,75,347.9649508,445.4792669,97.5143161,233.4238996,279.3570775,45.9331779,47879.16409,90625,0.5166,32.30010384,0.06686799,0
473,36047055000,8751.982781,10,44,29,,446.4872061,506.0824176,59.5952115,216.6882676,242.1634355,25.4751679,52400.68299,56023,0.4443,50.54692775,0.047393365,0.046446558
474,36047055100,159970.7629,38,132,92,,433.0634054,535.0570131,101.9936077,249.1968174,302.9208903,53.7240729,65536.47341,72601,0.4448,34.84896382,0.125678378,0
475,36047055200,8159.219344,26,116,87,,349.4399183,399.7515001,50.3115818,229.8605437,244.8868992,15.0263555,47854.32661,40152,0.5103,45.20235467,0.100628931,0
476,36047055300,134642.3881,34,175,114,88,423.8156893,489.33183,65.5161407,234.9364138,289.6689596,54.7325458,47119.3183,96806,0.4507,32.13791114,0.025886865,0.002145923
477,36047055400,10783.25039,28,124,79,,319.6528128,381.1946284,61.5418156,227.5614154,242.9366052,15.3751898,62462.24805,51463,0.4297,39.19091967,0.095037453,0.018929016
478,36047055500,223679.7072,40,167,103,761,384.0553911,471.103209,87.0478179,229.5172019,276.1485282,46.6313263,55010.73189,125203,0.4785,37.52238388,0.038414485,0.007146784
479,36047055600,12305.56526,9,33,23,,393.5645083,426.8472759,33.2827676,214.4679725,240.4513832,25.9834107,49038.43248,56250,0.4367,41.46975089,0.071638285,0.002787068
480,36047055700,241921.498,16,95,59,,733.0702378,811.3422884,78.2720506,241.6495719,301.6309528,59.9813809,23434.15902,87292,0.58,36.55075188,0.05749597,0.007667474
481,36047055800,8351.600036,5,35,19,,374.4219959,438.6981259,64.27613,221.2968364,242.0116003,20.7147639,35599.60188,45195,0.4841,34.50113379,0.109628217,0
482,36047056000,8990.327906,4,37,21,,461.2308372,545.1718685,83.9410313,226.0145688,257.7359249,31.7213561,51546.86217,56450,0.4215,48.93659181,0.036658654,0
483,36047056100,96640.29962,22,177,119,,360.6226563,466.4254958,105.8028395,254.1174609,317.0258294,62.9083685,23962.97405,78071,0.4219,37.21038961,0.045350435,0
484,36047056200,8312.050513,2,12,7,,459.3839543,515.7565473,56.372593,158.4848485,165.4545455,6.969697,24002.42954,64625,0.4531,35.88793103,0.071646341,0.003234153
485,36047056300,97912.01543,45,136,82,93,354.0188904,452.516226,98.4973356,237.3899138,266.250839,28.8609252,31737.57333,66310,0.529,38.2770022,0.076497396,0
486,36047056400,8915.79025,8,10,7,,403.6312966,429.3795593,25.7482627,246.4738726,269.0324796,22.558607,36272.63889,85625,0.3972,39.92180313,0.045801527,0
487,36047056500,63276.65251,25,72,51,,457.7458281,575.7377777,117.9919496,236.8474078,271.4848859,34.6374781,32657.07316,90682,0.4037,34.45945946,0.05982906,0
